question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Parmi les propositions suivantes concernant le paludisme, laquelle(lesquelles) est(sont) exacte(s) ?",La fièvre quarte est due à Plasmodium falciparum,Le paludisme est transmis par des phlébotomes,La goutte épaisse est une technique de microconcentration,Le diagnostic sérologique du paludisme est utilisé pour confirmer l'étiologie palustre d'une splénomégalie,Il peut être contracté en dehors des zones d'endémie,"C, D, E",pharmacie
"Concernant le cycle de l'urée, quelle(s) est (sont) la (les) proposition(s) exacte(s) :",L'enzyme catalysant la formation mitochondriale de citrulline est l'ornithine carbamoyltransférase (OCT),L'enzyme catalysant la formation mitochondriale de citrulline est l'arginine carbamoyltransférase (ACT),L'urée est libérée à partir de l'arginine dans la mitochondrie,L'urée est libérée à partir de l'arginine dans le cytoplasme,L'uréogenèse et l'ammoniogenèse sont les principaux mécanismes d'élimination de l'azote excédentaire mais l'ammoniogenèse est largement majoritaire puisqu'elle épure 90% de l'azote.,"A, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) contre-indiquée(s) à l'utilisation de tétracyclines :",Grossesse 1er trimestre,Enfant de moins de 8 ans,Insuffisance hépatique,Grossesse 3e trimestre,Prise simultanée de rétinoïdes,"B, D, E",pharmacie
Parmi les propositions suivantes laquelle (lesquelles) est (sont) exactes :,"Lors d'une méningite à méningocoque, on observe dans le LCR de nombreux polynucléaires, une hypoglycorachie, une hyperprotéinorachie et une chlorurorachie normale","Lors d'une méningite à Candida, la formule panachée du LCR est caractéristique","Lors d'une méningite à Bacille de Koch, on observe dans le LCR une prédominance de lymphocytes, une hypoglycorachie, une hyperprotéinorachie et une hyperchlorurorachie","Lors d'une méningite virale, la glycorachie est normale","Les principaux pathogènes responsables de méningites chez le nouveau-né sont Streptococcus agalactiae, Escherichia coli et Legionella pneumophila","A, D",pharmacie
"Parmi les propositions suivantes sur la physiologie rénale, laquelle (lesquelles) est (sont) inexacte(s) ?","Le tube urinifère est constitué successivement (dans le sens de circulation de l'urine) du tube proximal, de l'anse de Henlé, du tube collecteur et du tube contourné distal",Le flux plasmatique rénal est mesuré par la clairance de l'acide para-aminohippurique (PAH),Le flux sanguin rénal représente 50% du flux plasmatique rénal,La réabsorption du glucose est limitée par un transport maximum (Tm) de 300 mg/min environ,Le rein joue un rôle dans la fabrication de l'hémoglobine,"A, C",pharmacie
"Parmi les bactéries suivantes, lesquelles sont fréquemment retrouvées dans la méningite du nouveauné :",Haemophilus influenzae,Listeria monocytogenes,E coli K1,Streptococcus agalactiae,Neisseria meningitidis,"B, C, D",pharmacie
"Parmi les propositions suivantes concernant Pseudomonas aeruginosa, laquelle (lesquelles) est (sont) inexacte(s) :",Est une bactérie mobile à flagelle polaire,Est une bactérie Gram - oxydase +,P. aeruginosa est une bactérie pouvant produire des pigments,Est une bactérie aéro-anaérobie facultatif,Est un germe ne poussant que sur milieu spécifique,"D, E",pharmacie
Cochez les situations à risque d'endocardite infectieuse :,Obésité,Chirurgie buccodentaire,Toxicomanie,Immunodépression,Prothèse valvulaire,"B, C, E",pharmacie
Lesquels de ces macrolides sont en C14 ?,Azithromycine,Clarithromycine,Erythromycine,Spiramycine,Josamycine,"B, C",pharmacie
"Concernant la Leucémie Myéloide Chronique, cocher la (les) affirmation(s) exacte(s) :","Evolue en 3 phases : Chronicité, Accélération, Acutisation",Dans 50% des cas découverte fortuite sur un hémogramme anormal,Le myélogramme est pauvre,"Au caryotype, présence du chromosome Philadelphie qui résulte de la translocation t(8,21)",Le myélogramme n'est pas indispensable,"A, B",pharmacie
Le ou lesquels de ces antibiotiques est (sont) photosensibilisant(s) ?,Doxycycline,Ciprofloxacine,Ceftriaxone,Cotrimoxazole (Trimétoprime+Sulfamétoxazole),Gentamicine,"A, C, D",pharmacie
"Parmi les propositions suivantes, indiquez celle(s) qui est (sont) exacte(s) : Lors d'une acidose respiratoire en cours de compensation, on peut observer :",Une augmentation du pH,Une augmentation des bicarbonates,Une diminution des bicarbonates,Une augmentation de la pO2,Une diminution de la pCO2,B,pharmacie
"Parmi les propositions suivantes, indiquez celle(s) qui est (sont) exacte(s) :",Le traitement antibactérien le plus courant pour l'eau de boisson est le chlore,Les eaux minérales ont des propriétés thérapeutiques reconnues par l'Académie de Médecine,Aucun traitement (sauf pour le fer ou le CO2) n'est autorisé pour les eaux de source et eaux minérales,Les méthodes reconnues pour la décontamination de l'eau par les légionelles sont le choc électrique et le choc chloré,"Les principaux risques de contamination des eaux de baignade sont la pollution microbiologique, les leptospires, les amibes et la puce du canard.","A, B, C, E",pharmacie
"Parmi les propositions suivantes concernant les méthodes chromatographiques, laquelle est exacte ? :",La chromatographie en phase gazeuse de type Gaz/Solide est une chromatographie d'adsorption,La chromatographie de partage en phase normale permet de séparer les solutés très polaires,La dérivatisation s'applique aux molécules fortement polaires ou thermostables,La chromatographie par filtration sur gel utilise une phase mobile organique,La chromatographie de partage s'applique aux molécules de haut poids moléculaire (>10 000 Da),A,pharmacie
"Parmi les propositions suivantes concernant le diagnostic prénatal, laquelle est fausse ?",Le médecin doit recueillir un consentement,Le laboratoire qui réalise les analyses doit est agrée par l'agence de le biomédecine pour 5 ans,Le prélèvement de liquide amniotique est celui qui peut être réalisé le plus précocement,"Il a recours non seulement aux examens de biologie médicale, mais aussi à l'imagerie et à la clinique","Pour une pathologie autosomique dominante (si un seul des 2 parents est porteur), le risque d'avoir un enfant est de 50%",C,pharmacie
"Parmi les propositions suivantes, quelle est la première cause de méningite virale chez l'adulte :",Herpes Simplex Virus,Entérovirus,Arbovirus,Neisseria meningitidis,HIV,B,pharmacie
"Parmi les propositions suivantes, quelle est la première cause d'infections urinaires communautaires :",Proteus mirabilis,Lactobacillus spp,Escherichia coli,Pseudomonas aeruginosa,Staphylococcus saprophyticus,C,pharmacie
"Parmi les propositions suivantes sur le cortisol, laquelle (lesquelles) est (sont) exacte(s) :",Il est sécrété dans la zone fasciculée de la médullosurrénale,Il a un effet hyperglycémiant,Il a un effet anti-inflammatoire,Il a un effet immunosuppresseur,Il a un effet hypocholestérolémiant,"B, C, D",pharmacie
Quelle(s) est(sont) la(les) situation(s) qui correspond(ent) à une pharmacocinétique non linéaire ?,La cinétique est dose indépendante,Une saturation des mécanismes de résorption digestive,Une saturation des biotransformations hépatiques,Une augmentation faible des doses accompagnée d'une forte augmentation des concentrations plasmatiques,Une saturation de la fixation aux protéines plasmatiques,"B, C, D, E",pharmacie
"Parmi les propositions suivantes concernant l'acide urique, préciser celles qui sont exactes.",Une hyperuricémie est observée au cours de l'insuffisance rénale chronique terminale,L'acide urique est le terme ultime du catabolisme des protéines,La xanthine oxydase permet la transformation de l'acide urique en allantoïne,Une hyperuricémie peut être observée au cours du traitement par chimiothérapie des leucémies aiguës,Un déficit en Hypoxanthine-Guanine Phosphoribosyl Transférase (HGPRT) est à l'origine d'une hyperuricémie,"A, D, E",pharmacie
Les mouvements hydriques entre les secteurs extracellulaires et intracellulaires dépendent :,De la natrémie,De la pression hydrostatique artérielle,De la protidémie,De la lipémie,De l'osmolalité plasmatique,"A, E",pharmacie
"Parmi les propositions suivantes, laquelle(ou lesquelles) est(ou sont) exacte(s) ? La cholestase se caractérise par une augmentation de :",La bilirubinémie libre,L'activité des phosphatases alcalines sériques,L'activité de l'alanine aminotransférase,La cholestérolémie totale,La triglycéridémie,"B, D",pharmacie
Parmi les propositions suivantes laquelle (lesquelles) est (sont) exactes(s) ? La stérilisation d'une préparation injectables peut s'effectuer :,A la température de 70°C pendant 30 min,A l'autoclave 120°C pendant 20 min,"Par filtration sur membrane de 0,20ºm en atmosphère stérile",A l'aide de radiation ionisantes gamma,Par tyndallisation en présence d'antiseptique,"B, C",pharmacie
Quel signe clinique n'est jamais retrouvé lors d'une intoxication aigue à la cocaïne :,Tachycardie,Trismus,Hyperthermie,Myosis,Hallucinations,D,pharmacie
"Parmi les propositions suivantes, laquelle ne s'applique pas à l'immunité innée :",Non spécifique,Transférable d'un individu à un autre,Spontanée,Phagocytose,Pas de mémoire,B,pharmacie
Cochez la (ou les) cause(s) possible(s) d'hyponatrémie ou de pseudo-hyponatrémie :,Hyperprotéinémie,Hyperaldostéronisme,Traitement par diurétique thiazidique,Hyperhydratation intracellulaire,Maladie de parkinson,"A, C, D",pharmacie
"Concernant Echinococcus granulosus, quelle(s) est (sont) la (les) réponse(s) exacte(s) :",C'est un plathelminthe appartenant aux trématodes,"Il est composé de 3 ou 4 anneaux, il a trois ventouses, et un rostre avec une double couronne de crochets","L'hôte définitif appartient aux canidés, il héberge la forme larvaire du parasite.","Dans 70% des cas environ, il provoque une hydatidose hépatique",L'hyperéosinophilie est forte et constante,D,pharmacie
"Parmi les propositions suivantes concernant la protométrie en milieu non aqueux, indiquez celle(s) qui est (sont) exacte(s) :",L'acide perchlorique est un acide fort dans le solvant CH3COOH.,La caféine peut être titrée par l'acide perchlorique dans le solvant CH3COOH.,La mise en évidence du point équivalent peut être faite par ampérométrie.,"Dans le solvant CH3COOH, la force des acides dits forts dans l'eau diminue.",L'acide acétique en milieu non aqueux peut être dosé dans la pyridine par le méthylate de sodium.,"A, B, D, E",pharmacie
"En 2009, 250 cas d'une maladie X ont été diagnostiqués. Le nombre de cas existant au 1er janvier 2009 et diagnostiqués auparavant est de 750 cas. La population moyenne au 1er juillet est de 10 000 000. Dans cette population, 1 000 personnes sont décédées en 2009, dont 100 dues à la maladie X. Cochez la (les) réponse(s) exacte(s) :",L'incidence de cette maladie en 2009 est de 100 pour 1 000 000 habitants.,L'incidence de cette maladie en 2009 est de 25 pour 1 000 000 habitants.,La prévalence de cette maladie en 2009 est de 100 pour 1 000 000 habitants.,Le taux de mortalité spécifique pour cette maladie X est de 1/100 000.,Le taux de létalité est de 1/10.,"B, C, D, E",pharmacie
"Parmi les propositions suivantes sur les anticancéreux, laquelle (lesquelles) est (sont) exacte(s) :","HYDREA® (Hydroxycarbamide) est un agent alkylant, induisant des modifications covalentes de l'ADN.",Les anthracyclines sont des inhibiteurs de la topoisomérase II ayant une toxicité cardiaque cumulative.,Une chimiothérapie à visée adjuvante est réalisée avant une chirurgie pour réduire la taille de la tumeur.,Cyclophosphamide (ENDOXAN) est un dérivé du platine ayant une toxicité rénale importante,L'anémie macrocytaire est un des effets indésirables du Méthotrexate due à son activité antifolique.,"B, E",pharmacie
"Parmi les propositions suivantes sur la physiologie rénale, indiquez celle(s) qui est (sont) exacte(s) :",L'ADH agit via l'expression membranaire d'une aquaporine,La clairance de la créatinine est le gold standard pour déterminer le débit de filtration glomérulaire.,L'ADH est libérée suite à une baisse de la volémie,Le rein reçoit environ 20 % du débit sanguin total,L'urine est iso-osmotique au plasma dans le glomérule,"A, C, D, E",pharmacie
"Parmi les propositions suivantes concernant l'hémochromatose, indiquez celle(s) qui est (sont) exacte(s) :",L'hémochromatose génétique de type II est la plus fréquente,La mutation C282Y est souvent retrouvée dans l'hémochromatose génétique de type I,La ferritine est diminuée et le coefficient de saturation de la transferrine est augmenté,L'hémochromatose peut être à l'origine d'un diabète et d'une mélanodermie,Il est recommandé aux patients atteints d'hémochromatose de prendre de la vitamine C pour diminuer l'absorption de fer,"B, D",pharmacie
"Parmi les propositions suivantes sur l'hyper-uricémie, indiquez celle(s) qui est (sont) exacte(s) :",La clairance de l'acide urique est augmentée par l'aspirine à faible dose et diminuée à forte dose.,L'effet indésirable fréquent de la colchicine est la constipation,Probénécide est un uricosurique qui inhibe la réabsorption tubulaire des urates,Rasburicase (FASTURTEC) est un nouveau traitement hypo-uricémiant pouvant être utilisé en 2ème intention dans le traitement de fond de la crise de goutte.,Allopurinol (ZYLORIC) est utilisé en 1ère intention dans le traitement de crise de la crise de goutte.,C,pharmacie
"Parmi les propositions suivantes, indiquez celle(s) qui est (sont) exacte(s) : Le syndrome néphrotique se définit par :",Une protéinurie > 3g/L,Une hypoprotidémie < 60g/L,Des oedèmes,Une hypocalcémie,Une hypoalbuminémie < 30 g/L,"B, E",pharmacie
"Parmi les propositions suivantes concernant le SRAA, indiquez celle(s) qui est (sont) inexacte(s) :",La rénine permet la synthèse d'angiotensine II à partir d'angiotensine I,La rénine est synthétisée par les cellules juxta-glomérulaires rénales,L'aldostérone est synthétisée dans la zone glomérulée de la médullosurrénale,La production d'aldostérone est stimulée par l'angiotensine II,"Lors d'un hyperaldostéronisme, on observe une hyperkaliémie sur le bilan biologique","A, C, E",pharmacie
Le test de Guthrie permet le dépistage néonatal de différentes pathologies. Cochez la (les) pathologies qui n'est (ne sont) pas dépistée(s) par ce test :,Mucoviscidose,Hyperthyroïdie congénitale,Phénylcétonurie,Drépanocytose,Trisomie 21,"B, E",pharmacie
"46/ Pour quel(s) anti- cancéreux utilisé(s) à forte dose, doit-on réaliser une prémédication par Mesna (UROMITEXAN) ?",Cisplatine,Carboplatine,Doxorubicine,Fluorouracile,Cyclophophosphamide,E,pharmacie
"Parmi ces médicaments, lesquels sont inducteurs enzymatiques :",Ondansétron,Oxcarbamazépine,Acide valproïque,Aprépitant,Efavirenz,"B, D, E",pharmacie
"Concernant la sclérose en plaque (SEP), quelles sont les réponses fausses :",La SEP est la première cause de maladie invalidante en France. Elle atteint préférentiellement les femmes entre 20 et 40 ans.,"Il existe 3 formes de la maladie : SEP-RR (récurrente-rémittente), SEP-SP (secondairement progressive) et SEP-PP (progressive primaire)",Les poussées sont traitées par des corticoïdes en IV. Ce traitement permet une récupération plus rapide mais ne modifient pas l'évolution à long terme.,Mitoxantrone (ELSEP) est une anthracycline orale utilisée en 2ème intention pour le traitement de fond des formes agressive de la sclérose en plaque.,L'acétate de glatiramère (COPAXONE) est le traitement de fond de première intention de la SEP.,"D, E",pharmacie
"Parmi les propositions suivantes concernant les entérocoques, laquelle est inexacte :",Ce sont des cocci Gram + de la famille des streptocoques,Ils sont tous résistants aux Céphalosporines de 3e génération,Les plus courants sont Enterococcus faecalis et Enterococcus faecium,"Ils sont en général naturellement sensibles à la vancomycine sauf Enterococcus casseliflavus, Enterococcus flavescens et Enterococcus gallinarum.",Enterococcus avium et Entehrobacter cloacae appartiennent à la famille des entérocoques.,E,pharmacie
"A l'examen direct d'une ponction lombaire, on retrouve de nombreux polynucléaires neutrophiles (PNN) associés à des diplocoques à GRAM négatif, quel germe peut être soupçonné? :",Cryptococcus neoformans,Neisseria meningitidis,Neisseria gonorrhoeae,Haemophilus inflenzae,Streptococcus pneumoniae,B,pharmacie
"Parmi les antibiotiques suivants, lequel présente une bactéricidie temps dépendant :",Amikacine,Céfotaxime,Vancomycine,Erythromycine,Azithromycine,A,pharmacie
"La vitamine B12, associée au facteur intrinsèque, est absorbée :",Au niveau de l'estomac,Au niveau du duodénum,Au niveau du jéjunum,Au niveau de l'iléon distal,Sur toute la longueur du grêle,D,pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) s'applique(nt) à la maladie de Basedow :",Hypothyroïdie,Exophtalmie,Tachycardie,Sueurs,Constipation,"B, C, D",pharmacie
"Parmi les propositions suivantes, quelles sont les anomalies physiopathologiques associées à une insuffisance rénale chronique :",Acidose métabolique,Anémie normocytaire normochrome,Hypercalcémie,Hypophosphorémie,Hypertension artérielle,"A, B, E",pharmacie
"Parmi les propositions suivantes concernant l'hémoglobine, lesquelles sont justes :",L'hémoglobine A1 est constituée selon l'association suivante : α2δ2,L'hémoglobine foetale F a une affinité pour l'oxygène plus forte que l'hémoglobine A,L'hémoglobine F représente 80% de l'hémoglobine du nouveau-né,L'hémoglobine A2 est normalement présente à un taux de 1% chez l'adulte,L'hémoglobine F est quasi absente chez l'adulte,"B, C, D, E",pharmacie
"Parmi les propositions suivantes sur Chlamydia trachomatis, laquelle (lesquelles) est (sont) exacte(s) :",C'est un parasite intracellulaire obligatoire,Il est strictement humain,Le trachome est une infection sexuellement transmissible,La bactérie se cultive sur gélose au sang et facteur de croissance,Le traitement de référence est l'azithromycine en dose unique,"A, B, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) peut (peuvent) s'appliquer à la sérologie suivante de la syphilis : VDRL - ; TPHA - ; FTA-Abs + ; Nelson : -",Début de syphilis primaire,Syphilis secondaire,Cicatrice sérologique - défaut du TPHA,Syphilis tertiaire en cours de traitement,Faux positif,"A, C, E",pharmacie
"Parmi les propositions suivantes concernant les molécules du CMH I (Complexe Majeur d'Histocompatibilité I), laquelle est exacte ? :",Ce sont des dimères résultants d'une association covalente,La chaîne lourde beta est formée de 3 domaines,La chaîne alpha est polymorphe,"Elles ont une expression restreinte, notamment sur les lymphocytes T et B",Leur expression est augmentée sous l'effet de l'IL-4 et 13,C,pharmacie
"Parmi les propositions suivantes concernant le myélome multiple, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :","C'est une pathologie rare, touchant plus les hommes que les femmes qui est découverte vers l'âge de 60 ans.",Elle est liée à une prolifération maligne de plasmocytes sanguins,Le thalidomide est utilisé pour le traitement du sujet de plus de 65 ans,La bande étroite retrouvée à l'électrophorèse des protéines est du à l'immunoglobuline monoclonal qui peut être une IgG ou une IgA,Le score de Sokal permet d'évaluer le pronostic de cette pathologie,"A, C, D",pharmacie
Quels sont les signes cliniques retrouvés dans l'intoxication par la digoxine ? :,Douleur oculaire,Troubles digestifs,BAV,Hallucinations,Hyperthermie,"B, C, D",pharmacie
"Concernant la régulation de la glycémie, quelle(s) est (sont) la (les) proposition(s) exacte(s) :",Les récepteurs GLUT 2 sont situés dans le foie et dans le pancréas,"Les tissus insulinodépendants sont ceux exprimant les GLUT 1, 2, 3 et 5","Dans le foie et le pancréas, il y a une forma particulière de glucokinase : l'hexokinase",La glycogène synthase est active si elle est déphosphorylée,La glycogénolyse est exclusivement hépatique,"A, D",pharmacie
"Parmi les propositions suivantes, concernant la physiologie des corticosurrénales, laquelle (lesquelles) est (sont) exacte(s):",La zone glomérulée qui est prépondérante produit les androgènes,"Les glucocorticoides ont 21 carbones et sont hydroxylés en position 17, 21, et 11",La formation de DHEA est l'étape limitante à la formation de toutes les hormones formées dans les corticosurrénlaes.,Les glucocorticoides activent la lipolyse,L'aldostérone permet la réabsorption de sodium au niveau des tubules distaux du rein,"B, D, E",pharmacie
Parmi les propositions suivantes laquelle (lesquelles) est (sont) des maladies à transmission récessive liée à l'X :,Hémophilie A,Hémophilie B,Beta-thalassémie,Alpha-thalassémie,Mucoviscidose,"A, B",pharmacie
Les dérivés morphiniques :,La Naloxone est utilisée dans le traitement des intoxications aux morphino-mimétiques,La Naloxone est un agoniste partiel,La Naloxone est un agoniste - antagoniste,La Buprénorphine est un agoniste partiel,La Buprénorphine est un agoniste - antagoniste,"A, D, E",pharmacie
"Parmi les propositions suivantes concernant les fluoroquinolones, indiquez celle(s) qui est (sont) exacte(s) :",Elles agissent en se fixant à la sous-unité 30 S du ribosome,Leur biodisponibilité per os est sensiblement la même que leur biodisponibilité en IV,Elles sont bactéricides et ont une activité temps-dépendante,"Elles peuvent provoquer des tendinopathies achiléennes, une photosensibilisation et une altération du cartilage de conjugaison chez les enfants","Elles peuvent être utilisées chez la femme enceinte, sans contre-indication","B, D",pharmacie
"Parmi les propositions suivantes concernant l'anguillule, indiquez celle(s) qui est (sont) exacte(s) :",Strongyloides stercoralis est un trématode strictement humain,"L'homme est infestée en mangeant des végétaux crus (pissenlits, cresson..)","On peut retrouver le syndrome de larva currens, lors des phases d'auto-infestation","L'anguillulose est asymptomatique dans 50% des cas chez l'immunocompétent alors qu'elle provoque une anguillulose maligne, pouvant être fatale, chez l'immunodéprimé",Le traitement de l'anguillulose chez l'immunocompétent repose sur une prise unique d'Ivermectine (STROMECTOL),"C, D, E",pharmacie
"Parmi les propositions suivantes concernant la chromatographie de partage à polarité de phase inversée, indiquez celle(s) qui est (sont) exacte(s) :",La phase mobile est polaire,La phase stationnaire est polaire,La phase stationnaire possède des greffons de type chaine alkyl ou de type phényle,Les solutés sont élués par polarité croissante,Les solutés sont élués par polarité décroissante,"A, C, E",pharmacie
"Parmi les propositions suivantes concernant les phénomènes de fluorescence, indiquez celle(s) qui est (sont) exacte(s) :","Lors du phénomène, il y a un dégagement de chaleur",L'état excité est dit singulet contrairement à la phosphorescence où il est dit doublet,Il faut utiliser une longueur d'onde supérieure à 250 nm,La durée vie de l'état excité est d'environ une nanoseconde,La spectrofluorimétrie moléculaire est moins spécifique que la spectrophotométrie d'absorption atomique,"C, D",pharmacie
"Parmi les antibiotiques suivants, indiquez celui (ceux) qui est (sont) inhibiteurs de l'ADN gyrase ?",Ofloxacine,Norfloxacine,Erythromycine,Rifampicine,Ciprofloxacine,"A, B, E",pharmacie
"Parmi les virus suivants, lequel (lesquels) est (sont) enveloppé(s) et à ADN ?",VHA,Grippe,HSV,Papoviridae,CMV,"C, E",pharmacie
"Quelle(s) est (sont) les proposition(s) exacte(s) parmi les suivantes ? Dans une hépatite B chronique active, on retrouve :",Ag HBs -,Ac anti-HBe -,ADN -,Ac anti HBs -,IgG anti HBc +,"B, D, E",pharmacie
"Parmi les propositions suivantes sur la thyroïde, indiquez celle(s) qui est (sont) exacte(s) :","Les hormones thyroïdiennes sont iodées, hydrophiles et dérivent de la thyronine.",La synthèse de TBG (thyroxine binding globulin) a lieu dans le foie et est stimulée par les oestrogènes.,La T4 est synthétisée intégralement dans la thyroïde tandis que la T3 est formée plutôt de manière périphérique.,"Le phénomène d'interconversion permet le passage de la T3 en T4, forme beaucoup plus active.",La TSH augmente la captation de l'Iode par la thyroïde,"B, C, E",pharmacie
"Parmi ces médicaments, lequel (lesquels) est (sont) hypokaliémiant(s) :",Ciclosporine,Corticoïdes,Amphotéricine B,Losartan,Spironolactone,"B, C",pharmacie
"Concernant les antidépresseurs, quelles sont les réponses fausses ?",L'Iproniazide est un IMAO sélectif de type A,Duloxétine est un inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa),Mirtazapine est un inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa),Doxépine est antidépresseur tricyclique,Méprobamate est un antidépresseur tétracyclique,"A, C, E",pharmacie
"Concernant les traitements de l'ulcère gastroduodénal, quelles sont les réponses exactes ?",Cimétidine (TAGAMET) agit au niveau du pole basale de la cellule pariétale gastrique.,Pantoprazole est un inhibiteur sélectif et réversible de l'ATPase H+/K+ gastrique.,Ranitidine est une prodrogue qui est ionisée en dérivé actif sous l'effet du pH acide.,Misoprostol a une activité anti sécrétoire et cytoprotectrice,L'ulcère gastroduodénal évolutif à Helicobacter pylori peut être traité par Clarithromycine + métronidazole + oméprazole.,"A, D, E",pharmacie
Cochez les réponses vraies concernant les solutés de remplissage vasculaire.,Le ringer lactate est un cristalloïde isotonique ayant un faible pouvoir d'expansion volémique.,L'albumine 20 % est un cristalloïde naturel nécessitant une traçabilité d'administration pour ses risques de transmission virale.,Le Dextran 70 peut être utilisé chez la femme enceinte.,Les hydroxyéthylamidon (HEA) sont les solutés de remplissage vasculaire les plus utilisés.,Les HEA sont susceptibles d'entraîner des troubles de l'hémostase.,"A, D, E",pharmacie
"Les médicaments suivants sont des neuroleptiques, sauf un, lequel ?",Flupentixol,Sulpride,Halopéridol,Amoxapine,Metoclopramide,D,pharmacie
Laquelle de ces bactéries n'est pas à gram négatif:,Haemophilus influenzae,Vibrio cholerae,Neisseria meningitidis,Listeria monocytogenes,Legionella pneumophila,D,pharmacie
Parmi les propositions pathologies suivantes une seule est une pathologie acquise :,La maladie de Minkowski-Chauffard,La sphérocytose,La drépanocytose,La maladie de Marchiafava-Michelli,La thalassemie,D,pharmacie
"Parmi les propositions suivantes, quelle est celle qui ne s'applique pas au syndrome des antiphospholipides:",Peut être diagnostiqué de manière fortuite sur un allongement isolé du TCA,La mise en evidence des Ac anti-phospholipides comme les Ac anti β2 GPI se faitpar des techniques immunologique (ELISA),Présente un risque hémorragique important,Le principal diagnostic biologique différentiel est la présence d'un inhibiteur spécifique d'un facteur de la coagulation (non dépendant aux phospholipides),Peut se manifester par des signes obstétriques graves pouvant aller jusqu'à la mort foetale,C,pharmacie
Halopéridol (HALDOL) est un neuroleptique de la classe des :,Phenothiazine,Thioxanthene,Benzamide,Butyrophénone,Dibenzodiazepine,D,pharmacie
"Parmi les propositions suivantes sur le Cytomégalovirus, laquelle (lesquelles) est (sont) exacte(s) :","Il possède un ARN bicaténaire, enveloppé",Environ 50% des adultes sont séropositifs en France,La primo-infection est le plus souvent symptomatique,Son caractère pathogène survient surtout chez les femmes enceintes et immunodéprimés,Il persiste à vie de façon latente dans les ganglions sensitifs,"B, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) des anti-infectieux utilisables chez la femme enceinte :",Fluoroquinolones,Ganciclovir,Amoxicilline,Bactrim ® = Cotrimoxazole,Nitrofurantoïne,C,pharmacie
Cochez la (ou les) cause(s) possible(s) de thrombopénie :,Perfusions massives,Hypertension portale,Leucémie lymphoide chronique,Paludisme,CIVD,"A, B, C, D, E",pharmacie
Parmi les virus suivant lequel (lesquels) est (sont) des virus à ADN encapsulés:,Herpes simplex virus,Papillomavirus,Virus de l'hépatite B,Virus de l'hépatite C,Epstein Barr Virus,"A, C, E",pharmacie
"Parmi les propositions suivantes concernant le virus de l'hépatite B, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :",Il y a un passage à la chronicité dans environ 80% des cas,Le passage à la chronicité est définit par la présence de l'Ag HBs pendant plus de 6 mois dans le sérum,Il n'existe pas de formes fulminantes,C'est un virus à ADN,La vaccination du personnel de santé est conseillée,"B, D",pharmacie
"Parmi les affirmations suivantes caractérisant la spectrophotométrie, une seule est vraie. Laquelle ?",La spectrophotométrie UV visible est une spectrophotométrie d'émission,"En spectrophotométrie d'émission, on n'excite pas les molécules","En fluorimétrie, l'excitation est produite par la chaleur","En spectrophotométrie moléculaire UV visible, les molécules sont en solution",la lampe au deutérium est idéale pour la fluorimétrie,D,pharmacie
"Parmi les marqueurs suivants, lequel n'est pas un marqueur de formation osseuse ?",Cross-laps,PAL,Ostéocalcine,Peptide N-terminal du procollagène I,Peptide C-terminal du procollagène I,A,pharmacie
La sérotonine est le (la) :,5-hydroxy tryptophane,5-hydroxy tryptamine,"5,6-dihydroxy phénylalanine","5,6-dihydroxy tryptophane","5,6-dihydroxy tyrosine",B,pharmacie
"Parmi les milieux suivants, quel est celui utilisé pour isoler Salmonella Typhimurium à partir de selles?",Chapman,CCFA,Bordet-Genou,Hektoen,Esculine,D,pharmacie
"Après ingestion de viande bovine contaminée, au bout de combien de temps l'hôte définitif éliminera t'il des anneaux mûrs de Taenia saginata ?",Jamais,8 jours,15 jours,1 mois,3 mois,E,pharmacie
L'apoprotéine B100 est retrouvée dans la (les) élément(s) suivant(s) :,Chylomicrons,VLDL,IDL,LDL,HDL,"B, C, D",pharmacie
Les séquestrant des acides biliaires :,Permettent de diminuer le LDL-cholestérol et les triglycérides,Agissent plus rapidement par voie IV que par voie orale mais ont une durée d'action plus brêve,Echangent des ions K+ contre des acides biliaires,Peuvent être la cause d' une hypovitaminose D,Peuvent être la cause d'une anémie macrocytaire,D,pharmacie
"Parmi les affections suivantes, quelle(s) est (sont) celle(s) qui peu(ven)t se compliquer d'une coagulation intravasculaire disséminée :",La septicémie a S. aureus,Leucémie aiguë promyélocytaire,Décollement prématuré du placenta,Purpura thrombopénique auto-immun,Cancer de la prostate métastasé,"A, B, C, E",pharmacie
Peuvent augmenter la vitesse de sédimentation :,La grossesse,Les gammapathies monoclonales,Les polyglobulies,Les hypercholestérolémies majeures,Les corticoïdes,"A, B, D",pharmacie
A propos des inhibiteurs de la coagulation:,L'antithrombine inhibe le facteur IX,Le complexe thrombine-thrombomoduline active la protéine C,Un déficit constitutionnel en antithrombine s'accompagne d'un syndrome hémorragique spontané,La synthèse des protéines C. et S est hépatique et vitamine K dépendante,Le TFPI inhibe les facteurs Va et VIIIa,"B, D",pharmacie
